Mapped_sgRNA_sequence	Chrom	Start	End	Strand
4|sgSCAMP2_1|SCAMP2	chr15	74851386	74851406	-
4|sgSCAMP2_3|SCAMP2	chr15	74851432	74851452	+
4|sgSCAMP2_2|SCAMP2	chr15	74854582	74854602	-
4|sgMPI_3|MPI	chr15	74890574	74890594	+
4|sgMPI_1|MPI	chr15	74891399	74891419	-
4|sgMPI_4|MPI	chr15	74891542	74891562	+
4|sgMPI_2|MPI	chr15	74896152	74896172	+
4|sgFAM219B_1|FAM219B	chr15	74906288	74906308	+
4|sgFAM219B_4|FAM219B	chr15	74906356	74906376	-
4|sgFAM219B_2|FAM219B	chr15	74906632	74906652	-
4|sgFAM219B_3|FAM219B	chr15	74906677	74906697	+
4|sgCOX5A_3|COX5A	chr15	74929117	74929137	-
4|sgCOX5A_4|COX5A	chr15	74929166	74929186	-
4|sgCOX5A_2|COX5A	chr15	74937902	74937922	+
4|sgCOX5A_1|COX5A	chr15	74937955	74937975	-
4|sgRPP25_3|RPP25	chr15	74956193	74956213	+
4|sgRPP25_1|RPP25	chr15	74956224	74956244	+
4|sgRPP25_4|RPP25	chr15	74956273	74956293	-
4|sgRPP25_2|RPP25	chr15	74956483	74956503	+
4|sgSCAMP5_1|SCAMP5	chr15	75012788	75012808	-
4|sgSCAMP5_4|SCAMP5	chr15	75016627	75016647	+
4|sgSCAMP5_3|SCAMP5	chr15	75016712	75016732	-
4|sgSCAMP5_2|SCAMP5	chr15	75018444	75018464	+
4|sgPPCDC_1|PPCDC	chr15	75028373	75028393	+
4|sgPPCDC_4|PPCDC	chr15	75043433	75043453	+
4|sgPPCDC_2|PPCDC	chr15	75043514	75043534	+
4|sgPPCDC_3|PPCDC	chr15	75044408	75044428	-
4|sgSDF2_3|SDF2	chr15	75114447	75114467	+
4|sgC15orf39_1|C15orf39	chr15	75206261	75206281	-
4|sgC15orf39_4|C15orf39	chr15	75206467	75206487	+
4|sgC15orf39_2|C15orf39	chr15	75206733	75206753	+
4|sgC15orf39_3|C15orf39	chr15	75207722	75207742	+
4|sgGOLGA6L10_1|GOLGA6L10	chr15	75262413	75262433	+
4|sgGOLGA6B_3|GOLGA6B	chr15	75263669	75263689	+
4|sgGOLGA6D_3|GOLGA6D	chr15	75266411	75266431	+
4|sgGOLGA6D_1|GOLGA6D	chr15	75288299	75288319	+
4|sgGOLGA6A_2|GOLGA6A	chr15	75290692	75290712	+
4|sgCOMMD4_2|COMMD4	chr15	75338102	75338122	+
4|sgCOMMD4_3|COMMD4	chr15	75338981	75339001	-
4|sgCOMMD4_4|COMMD4	chr15	75339018	75339038	+
4|sgCOMMD4_1|COMMD4	chr15	75339690	75339710	+
4|sgNEIL1_4|NEIL1	chr15	75347932	75347952	-
4|sgNEIL1_3|NEIL1	chr15	75349038	75349058	-
4|sgNEIL1_2|NEIL1	chr15	75349197	75349217	-
4|sgNEIL1_1|NEIL1	chr15	75352143	75352163	+
4|sgMAN2C1_3|MAN2C1	chr15	75360620	75360640	-
4|sgMAN2C1_4|MAN2C1	chr15	75361305	75361325	+
4|sgMAN2C1_1|MAN2C1	chr15	75363996	75364016	-
4|sgMAN2C1_2|MAN2C1	chr15	75368070	75368090	-
4|sgSIN3A_4|SIN3A	chr15	75400106	75400126	+
4|sgSIN3A_3|SIN3A	chr15	75411595	75411615	-
4|sgSIN3A_1|SIN3A	chr15	75412974	75412994	+
4|sgSIN3A_2|SIN3A	chr15	75422744	75422764	-
4|sgPTPN9_4|PTPN9	chr15	75505852	75505872	+
4|sgPTPN9_1|PTPN9	chr15	75523165	75523185	+
4|sgPTPN9_3|PTPN9	chr15	75524227	75524247	+
4|sgPTPN9_2|PTPN9	chr15	75527152	75527172	+
4|sgSNUPN_1|SNUPN	chr15	75605140	75605160	+
4|sgSNUPN_2|SNUPN	chr15	75607240	75607260	-
4|sgSNUPN_3|SNUPN	chr15	75609900	75609920	-
4|sgSNUPN_4|SNUPN	chr15	75620951	75620971	+
4|sgIMP3_3|IMP3	chr15	75639811	75639831	+
4|sgIMP3_1|IMP3	chr15	75639878	75639898	+
4|sgIMP3_4|IMP3	chr15	75639954	75639974	+
4|sgIMP3_2|IMP3	chr15	75640107	75640127	-
4|sgSNX33_3|SNX33	chr15	75649350	75649370	+
4|sgSNX33_2|SNX33	chr15	75649458	75649478	+
4|sgSNX33_4|SNX33	chr15	75649738	75649758	+
4|sgSNX33_1|SNX33	chr15	75649997	75650017	+
4|sgCSPG4_3|CSPG4	chr15	75684813	75684833	+
4|sgCSPG4_4|CSPG4	chr15	75687839	75687859	-
4|sgCSPG4_2|CSPG4	chr15	75688862	75688882	+
4|sgCSPG4_1|CSPG4	chr15	75690680	75690700	+
4|sgODF3L1_4|ODF3L1	chr15	75725092	75725112	+
4|sgODF3L1_2|ODF3L1	chr15	75725204	75725224	-
4|sgODF3L1_3|ODF3L1	chr15	75727095	75727115	+
4|sgODF3L1_1|ODF3L1	chr15	75727149	75727169	+
4|sgGOLGA6C_2|GOLGA6C	chr15	75781006	75781026	+
4|sgUBE2Q2_2|UBE2Q2	chr15	75843740	75843760	-
4|sgUBE2Q2_3|UBE2Q2	chr15	75859955	75859975	+
4|sgUBE2Q2_1|UBE2Q2	chr15	75873458	75873478	+
4|sgUBE2Q2_4|UBE2Q2	chr15	75877981	75878001	+
4|sgFBXO22_3|FBXO22	chr15	75904024	75904044	-
4|sgFBXO22_1|FBXO22	chr15	75904510	75904530	+
4|sgFBXO22_4|FBXO22	chr15	75913268	75913288	+
4|sgFBXO22_2|FBXO22	chr15	75917237	75917257	-
4|sgNRG4_3|NRG4	chr15	75961851	75961871	-
4|sgNRG4_4|NRG4	chr15	75961939	75961959	-
4|sgNRG4_1|NRG4	chr15	76009193	76009213	+
4|sgNRG4_2|NRG4	chr15	76009250	76009270	+
4|sgC15orf27_2|C15orf27	chr15	76137807	76137827	-
4|sgC15orf27_4|C15orf27	chr15	76156644	76156664	-
4|sgC15orf27_1|C15orf27	chr15	76169812	76169832	-
4|sgC15orf27_3|C15orf27	chr15	76171041	76171061	+
4|sgETFA_1|ETFA	chr15	76285706	76285726	-
4|sgETFA_3|ETFA	chr15	76287885	76287905	+
4|sgETFA_2|ETFA	chr15	76295623	76295643	+
4|sgETFA_4|ETFA	chr15	76295689	76295709	+
4|sgISL2_4|ISL2	chr15	76337840	76337860	+
4|sgISL2_3|ISL2	chr15	76337945	76337965	-
4|sgISL2_2|ISL2	chr15	76340326	76340346	+
4|sgISL2_1|ISL2	chr15	76340460	76340480	-
4|sgSCAPER_2|SCAPER	chr15	76702930	76702950	-
4|sgSCAPER_3|SCAPER	chr15	76753900	76753920	-
4|sgSCAPER_1|SCAPER	chr15	76771848	76771868	+
4|sgSCAPER_4|SCAPER	chr15	76841747	76841767	-
4|sgRCN2_3|RCN2	chr15	76931945	76931965	+
4|sgRCN2_4|RCN2	chr15	76932419	76932439	+
4|sgRCN2_2|RCN2	chr15	76935610	76935630	+
4|sgRCN2_1|RCN2	chr15	76943811	76943831	-
4|sgPSTPIP1_1|PSTPIP1	chr15	77018158	77018178	+
4|sgPSTPIP1_4|PSTPIP1	chr15	77018519	77018539	-
4|sgPSTPIP1_2|PSTPIP1	chr15	77025297	77025317	-
4|sgPSTPIP1_3|PSTPIP1	chr15	77032346	77032366	-
4|sgTSPAN3_1|TSPAN3	chr15	77052895	77052915	-
4|sgTSPAN3_4|TSPAN3	chr15	77054182	77054202	+
4|sgTSPAN3_2|TSPAN3	chr15	77056076	77056096	-
4|sgTSPAN3_3|TSPAN3	chr15	77056140	77056160	+
4|sgPEAK1_3|PEAK1	chr15	77179000	77179020	-
4|sgPEAK1_1|PEAK1	chr15	77180075	77180095	-
4|sgPEAK1_4|PEAK1	chr15	77180494	77180514	-
4|sgPEAK1_2|PEAK1	chr15	77181261	77181281	-
4|sgHMG20A_2|HMG20A	chr15	77464233	77464253	+
4|sgHMG20A_3|HMG20A	chr15	77464287	77464307	+
4|sgHMG20A_4|HMG20A	chr15	77467088	77467108	+
4|sgHMG20A_1|HMG20A	chr15	77467276	77467296	+
4|sgLINGO1_3|LINGO1	chr15	77614841	77614861	+
4|sgLINGO1_4|LINGO1	chr15	77615032	77615052	+
4|sgLINGO1_1|LINGO1	chr15	77615167	77615187	+
4|sgLINGO1_2|LINGO1	chr15	77615350	77615370	+
4|sgGOLGA6C_1|GOLGA6C	chr15	77920077	77920097	-
4|sgTBC1D2B_4|TBC1D2B	chr15	78017945	78017965	-
4|sgTBC1D2B_1|TBC1D2B	chr15	78044937	78044957	+
4|sgTBC1D2B_2|TBC1D2B	chr15	78054108	78054128	-
4|sgTBC1D2B_3|TBC1D2B	chr15	78077399	78077419	-
4|sgSH2D7_1|SH2D7	chr15	78092731	78092751	-
4|sgSH2D7_2|SH2D7	chr15	78097976	78097996	-
4|sgSH2D7_3|SH2D7	chr15	78098398	78098418	+
4|sgSH2D7_4|SH2D7	chr15	78100967	78100987	-
4|sgCIB2_2|CIB2	chr15	78109303	78109323	+
4|sgCIB2_4|CIB2	chr15	78109357	78109377	-
4|sgCIB2_1|CIB2	chr15	78111224	78111244	-
4|sgCIB2_3|CIB2	chr15	78123687	78123707	+
4|sgIDH3A_1|IDH3A	chr15	78155239	78155259	+
4|sgIDH3A_4|IDH3A	chr15	78161595	78161615	-
4|sgIDH3A_3|IDH3A	chr15	78161669	78161689	-
4|sgIDH3A_2|IDH3A	chr15	78162325	78162345	+
4|sgACSBG1_3|ACSBG1	chr15	78179679	78179699	-
4|sgACSBG1_2|ACSBG1	chr15	78180887	78180907	-
4|sgACSBG1_4|ACSBG1	chr15	78194627	78194647	-
4|sgACSBG1_1|ACSBG1	chr15	78208013	78208033	-
4|sgDNAJA4_3|DNAJA4	chr15	78264864	78264884	-
4|sgDNAJA4_1|DNAJA4	chr15	78270541	78270561	+
4|sgDNAJA4_2|DNAJA4	chr15	78274223	78274243	+
4|sgDNAJA4_4|DNAJA4	chr15	78274386	78274406	+
4|sgWDR61_4|WDR61	chr15	78289978	78289998	-
4|sgWDR61_3|WDR61	chr15	78290038	78290058	-
4|sgWDR61_1|WDR61	chr15	78292617	78292637	-
4|sgWDR61_2|WDR61	chr15	78292778	78292798	-
4|sgCRABP1_1|CRABP1	chr15	78341039	78341059	+
4|sgCRABP1_4|CRABP1	chr15	78341092	78341112	-
4|sgCRABP1_3|CRABP1	chr15	78341124	78341144	+
4|sgCRABP1_2|CRABP1	chr15	78343491	78343511	+
4|sgIREB2_1|IREB2	chr15	78470563	78470583	+
4|sgIREB2_2|IREB2	chr15	78471851	78471871	+
4|sgIREB2_4|IREB2	chr15	78476321	78476341	-
4|sgIREB2_3|IREB2	chr15	78485801	78485821	-
4|sgHYKK_2|HYKK	chr15	78513155	78513175	-
4|sgHYKK_3|HYKK	chr15	78513276	78513296	+
4|sgHYKK_1|HYKK	chr15	78514979	78514999	+
4|sgHYKK_4|HYKK	chr15	78533199	78533219	+
4|sgPSMA4_1|PSMA4	chr15	78542489	78542509	+
4|sgPSMA4_4|PSMA4	chr15	78544899	78544919	-
4|sgPSMA4_2|PSMA4	chr15	78545665	78545685	+
4|sgPSMA4_3|PSMA4	chr15	78545707	78545727	+
4|sgCHRNA5_1|CHRNA5	chr15	78589835	78589855	+
4|sgCHRNA5_3|CHRNA5	chr15	78590043	78590063	+
4|sgCHRNA5_2|CHRNA5	chr15	78590154	78590174	-
4|sgCHRNA5_4|CHRNA5	chr15	78590278	78590298	-
4|sgCHRNA3_1|CHRNA3	chr15	78601935	78601955	+
4|sgCHRNA3_4|CHRNA3	chr15	78602205	78602225	-
4|sgCHRNA3_2|CHRNA3	chr15	78617079	78617099	+
4|sgCHRNA3_3|CHRNA3	chr15	78618877	78618897	-
4|sgCHRNB4_1|CHRNB4	chr15	78629416	78629436	+
4|sgCHRNB4_4|CHRNB4	chr15	78629769	78629789	+
4|sgCHRNB4_3|CHRNB4	chr15	78629890	78629910	+
4|sgCHRNB4_2|CHRNB4	chr15	78631127	78631147	+
4|sgADAMTS7_2|ADAMTS7	chr15	78766672	78766692	+
4|sgADAMTS7_3|ADAMTS7	chr15	78777511	78777531	+
4|sgADAMTS7_1|ADAMTS7	chr15	78790715	78790735	-
4|sgADAMTS7_4|ADAMTS7	chr15	78800387	78800407	-
4|sgMORF4L1_1|MORF4L1	chr15	78880544	78880564	+
4|sgMORF4L1_2|MORF4L1	chr15	78887264	78887284	+
4|sgMORF4L1_4|MORF4L1	chr15	78891522	78891542	-
4|sgMORF4L1_3|MORF4L1	chr15	78892251	78892271	+
4|sgCTSH_1|CTSH	chr15	78929450	78929470	-
4|sgCTSH_2|CTSH	chr15	78932395	78932415	+
4|sgCTSH_4|CTSH	chr15	78937387	78937407	-
4|sgCTSH_3|CTSH	chr15	78944894	78944914	+
4|sgRASGRF1_2|RASGRF1	chr15	79017818	79017838	+
4|sgRASGRF1_4|RASGRF1	chr15	79027732	79027752	+
4|sgRASGRF1_3|RASGRF1	chr15	79032166	79032186	-
4|sgRASGRF1_1|RASGRF1	chr15	79064441	79064461	-
4|sgANKRD34C_3|ANKRD34C	chr15	79293433	79293453	+
4|sgANKRD34C_1|ANKRD34C	chr15	79293619	79293639	+
4|sgANKRD34C_2|ANKRD34C	chr15	79293985	79294005	+
4|sgANKRD34C_4|ANKRD34C	chr15	79294598	79294618	+
4|sgTMED3_3|TMED3	chr15	79313747	79313767	+
4|sgTMED3_2|TMED3	chr15	79313787	79313807	+
4|sgTMED3_1|TMED3	chr15	79313860	79313880	-
4|sgTMED3_4|TMED3	chr15	79313913	79313933	-
4|sgKIAA1024_1|KIAA1024	chr15	79456599	79456619	-
4|sgKIAA1024_2|KIAA1024	chr15	79457156	79457176	-
4|sgKIAA1024_4|KIAA1024	chr15	79457295	79457315	+
4|sgKIAA1024_3|KIAA1024	chr15	79457747	79457767	-
4|sgST20-MTHFS_3|ST20-MTHFS	chr15	79845391	79845411	+
4|sgST20-MTHFS_4|ST20-MTHFS	chr15	79889110	79889130	-
4|sgMTHFS_2|MTHFS	chr15	79889176	79889196	-
4|sgST20-MTHFS_2|ST20-MTHFS	chr15	79889203	79889223	-
4|sgMTHFS_3|MTHFS	chr15	79896873	79896893	-
4|sgMTHFS_4|MTHFS	chr15	79896909	79896929	-
4|sgMTHFS_1|MTHFS	chr15	79896949	79896969	-
4|sgST20_2|ST20	chr15	79899010	79899030	-
4|sgST20_4|ST20	chr15	79899012	79899032	+
4|sgST20_1|ST20	chr15	79899090	79899110	-
4|sgC15orf37_4|C15orf37	chr15	79923156	79923176	-
4|sgC15orf37_1|C15orf37	chr15	79923212	79923232	-
4|sgC15orf37_2|C15orf37	chr15	79923680	79923700	-
4|sgC15orf37_3|C15orf37	chr15	79923683	79923703	+
4|sgBCL2A1_2|BCL2A1	chr15	79970771	79970791	+
4|sgBCL2A1_3|BCL2A1	chr15	79970862	79970882	-
4|sgBCL2A1_1|BCL2A1	chr15	79970896	79970916	-
4|sgBCL2A1_4|BCL2A1	chr15	79971042	79971062	-
4|sgZFAND6_2|ZFAND6	chr15	80120370	80120390	-
4|sgZFAND6_1|ZFAND6	chr15	80120416	80120436	-
4|sgZFAND6_4|ZFAND6	chr15	80121717	80121737	-
4|sgZFAND6_3|ZFAND6	chr15	80121780	80121800	-
4|sgFAH_4|FAH	chr15	80158053	80158073	+
4|sgFAH_1|FAH	chr15	80162271	80162291	+
4|sgFAH_2|FAH	chr15	80168089	80168109	-
4|sgFAH_3|FAH	chr15	80172226	80172246	+
4|sgARNT2_2|ARNT2	chr15	80470253	80470273	+
4|sgARNT2_3|ARNT2	chr15	80508215	80508235	+
4|sgARNT2_1|ARNT2	chr15	80514343	80514363	+
4|sgARNT2_4|ARNT2	chr15	80574198	80574218	+
4|sgABHD17C_3|ABHD17C	chr15	80695748	80695768	-
4|sgABHD17C_2|ABHD17C	chr15	80695925	80695945	-
4|sgABHD17C_1|ABHD17C	chr15	80695979	80695999	+
4|sgABHD17C_4|ABHD17C	chr15	80749542	80749562	-
4|sgCEMIP_2|CEMIP	chr15	80879765	80879785	+
4|sgCEMIP_3|CEMIP	chr15	80909192	80909212	+
4|sgCEMIP_4|CEMIP	chr15	80920247	80920267	+
4|sgCEMIP_1|CEMIP	chr15	80929106	80929126	+
4|sgLOC100507462_4|LOC100507462	chr15	80971821	80971841	+
4|sgMESDC2_3|MESDC2	chr15	80981951	80981971	-
4|sgMESDC2_2|MESDC2	chr15	80982016	80982036	-
4|sgMESDC2_4|MESDC2	chr15	80989580	80989600	-
4|sgMESDC2_1|MESDC2	chr15	80989694	80989714	-
4|sgMESDC1_1|MESDC1	chr15	81002358	81002378	-
4|sgMESDC1_4|MESDC1	chr15	81002556	81002576	+
4|sgMESDC1_3|MESDC1	chr15	81002636	81002656	+
4|sgMESDC1_2|MESDC1	chr15	81002726	81002746	-
4|sgC15orf26_4|C15orf26	chr15	81136631	81136651	-
4|sgC15orf26_2|C15orf26	chr15	81136668	81136688	+
4|sgC15orf26_3|C15orf26	chr15	81138071	81138091	+
4|sgC15orf26_1|C15orf26	chr15	81143689	81143709	-
4|sgIL16_3|IL16	chr15	81225657	81225677	+
4|sgIL16_2|IL16	chr15	81265763	81265783	-
4|sgIL16_4|IL16	chr15	81285799	81285819	-
4|sgIL16_1|IL16	chr15	81292869	81292889	-
4|sgSTARD5_1|STARD5	chr15	81318475	81318495	+
4|sgSTARD5_2|STARD5	chr15	81319432	81319452	+
4|sgSTARD5_3|STARD5	chr15	81322454	81322474	-
4|sgSTARD5_4|STARD5	chr15	81322502	81322522	-
4|sgTMC3_2|TMC3	chr15	81337893	81337913	-
4|sgTMC3_1|TMC3	chr15	81339404	81339424	-
4|sgTMC3_4|TMC3	chr15	81343985	81344005	+
4|sgTMC3_3|TMC3	chr15	81358192	81358212	-
4|sgPIN4_2|PIN4	chr15	82010464	82010484	-
4|sgMEX3B_3|MEX3B	chr15	82043879	82043899	+
4|sgMEX3B_1|MEX3B	chr15	82044214	82044234	-
4|sgMEX3B_4|MEX3B	chr15	82044436	82044456	+
4|sgMEX3B_2|MEX3B	chr15	82044593	82044613	-
4|sgEFTUD1_1|EFTUD1	chr15	82152343	82152363	-
4|sgEFTUD1_2|EFTUD1	chr15	82157818	82157838	-
4|sgEFTUD1_3|EFTUD1	chr15	82230883	82230903	+
4|sgEFTUD1_4|EFTUD1	chr15	82240494	82240514	+
4|sgSAXO2_1|SAXO2	chr15	82271732	82271752	-
4|sgSAXO2_3|SAXO2	chr15	82282182	82282202	-
4|sgSAXO2_2|SAXO2	chr15	82282271	82282291	-
4|sgSAXO2_4|SAXO2	chr15	82282397	82282417	+
4|sgGOLGA6L9_2|GOLGA6L9	chr15	82346820	82346840	+
4|sgRPL9_2|RPL9	chr15	82372569	82372589	+
4|sgGOLGA6L9_1|GOLGA6L9	chr15	82431907	82431927	+
4|sgGOLGA6L9_4|GOLGA6L9	chr15	82434042	82434062	+
4|sgGOLGA6L9_3|GOLGA6L9	chr15	82523748	82523768	+
4|sgGOLGA6L10_3|GOLGA6L10	chr15	82523827	82523847	+
4|sgRPS17_2|RPS17	chr15	82538862	82538882	+
4|sgRPS17_3|RPS17	chr15	82538952	82538972	-
4|sgRPS17_1|RPS17	chr15	82539982	82540002	-
4|sgRPS17_4|RPS17	chr15	82540064	82540084	-
4|sgCPEB1_2|CPEB1	chr15	82553518	82553538	+
4|sgCPEB1_1|CPEB1	chr15	82553927	82553947	+
4|sgCPEB1_3|CPEB1	chr15	82557892	82557912	+
4|sgCPEB1_4|CPEB1	chr15	82627215	82627235	-
4|sgAP3B2_3|AP3B2	chr15	82677729	82677749	-
4|sgAP3B2_2|AP3B2	chr15	82681457	82681477	-
4|sgAP3B2_1|AP3B2	chr15	82689221	82689241	-
4|sgAP3B2_4|AP3B2	chr15	82689418	82689438	-
4|sgFSD2_2|FSD2	chr15	82772135	82772155	-
4|sgFSD2_1|FSD2	chr15	82782817	82782837	-
4|sgFSD2_4|FSD2	chr15	82786888	82786908	-
4|sgFSD2_3|FSD2	chr15	82787095	82787115	-
4|sgWHAMM_2|WHAMM	chr15	82810172	82810192	+
4|sgWHAMM_1|WHAMM	chr15	82813133	82813153	-
4|sgWHAMM_3|WHAMM	chr15	82817941	82817961	+
4|sgWHAMM_4|WHAMM	chr15	82823151	82823171	+
4|sgHOMER2_3|HOMER2	chr15	82854651	82854671	+
4|sgHOMER2_1|HOMER2	chr15	82859018	82859038	+
4|sgHOMER2_4|HOMER2	chr15	82859129	82859149	+
4|sgHOMER2_2|HOMER2	chr15	82864201	82864221	-
4|sgFAM103A1_4|FAM103A1	chr15	82989068	82989088	+
4|sgC15orf40_1|C15orf40	chr15	83010262	83010282	-
4|sgC15orf40_2|C15orf40	chr15	83010295	83010315	-
4|sgC15orf40_4|C15orf40	chr15	83011498	83011518	-
4|sgC15orf40_3|C15orf40	chr15	83011554	83011574	-
4|sgBTBD1_1|BTBD1	chr15	83030231	83030251	+
4|sgBTBD1_2|BTBD1	chr15	83041742	83041762	-
4|sgBTBD1_3|BTBD1	chr15	83050094	83050114	-
4|sgBTBD1_4|BTBD1	chr15	83066822	83066842	-
4|sgTM6SF1_2|TM6SF1	chr15	83107739	83107759	+
4|sgTM6SF1_4|TM6SF1	chr15	83112861	83112881	+
4|sgTM6SF1_1|TM6SF1	chr15	83115920	83115940	+
4|sgTM6SF1_3|TM6SF1	chr15	83119657	83119677	+
4|sgHDGFRP3_3|HDGFRP3	chr15	83157541	83157561	-
4|sgHDGFRP3_2|HDGFRP3	chr15	83157904	83157924	-
4|sgHDGFRP3_1|HDGFRP3	chr15	83157954	83157974	-
4|sgHDGFRP3_4|HDGFRP3	chr15	83164058	83164078	-
4|sgBNC1_2|BNC1	chr15	83263401	83263421	+
4|sgBNC1_1|BNC1	chr15	83264471	83264491	+
4|sgBNC1_3|BNC1	chr15	83266831	83266851	+
4|sgBNC1_4|BNC1	chr15	83268153	83268173	+
4|sgSH3GL3_2|SH3GL3	chr15	83568625	83568645	+
4|sgSH3GL3_4|SH3GL3	chr15	83576608	83576628	-
4|sgSH3GL3_1|SH3GL3	chr15	83576653	83576673	+
4|sgSH3GL3_3|SH3GL3	chr15	83586981	83587001	+
4|sgADAMTSL3_4|ADAMTSL3	chr15	83819903	83819923	-
4|sgADAMTSL3_3|ADAMTSL3	chr15	83913353	83913373	+
4|sgADAMTSL3_1|ADAMTSL3	chr15	83982432	83982452	-
4|sgADAMTSL3_2|ADAMTSL3	chr15	83982687	83982707	-
4|sgGOLGA6L4_3|GOLGA6L4	chr15	84240078	84240098	+
4|sgGOLGA6L4_1|GOLGA6L4	chr15	84240430	84240450	+
4|sgUBE2Q2L_2|UBE2Q2L	chr15	84248419	84248439	+
4|sgUBE2Q2L_3|UBE2Q2L	chr15	84499426	84499446	-
4|sgUBE2Q2L_1|UBE2Q2L	chr15	84501039	84501059	-
4|sgGOLGA6L4_2|GOLGA6L4	chr15	84511997	84512017	-
4|sgGOLGA6L10_4|GOLGA6L10	chr15	84512464	84512484	-
4|sgGOLGA6L10_2|GOLGA6L10	chr15	84514936	84514956	-
4|sgUBE2Q2L_4|UBE2Q2L	chr15	84569553	84569573	-
4|sgZSCAN2_1|ZSCAN2	chr15	84620695	84620715	+
4|sgZSCAN2_4|ZSCAN2	chr15	84620827	84620847	+
4|sgZSCAN2_2|ZSCAN2	chr15	84620995	84621015	+
4|sgZSCAN2_3|ZSCAN2	chr15	84621234	84621254	+
4|sgWDR73_1|WDR73	chr15	84645602	84645622	+
4|sgWDR73_3|WDR73	chr15	84646166	84646186	+
4|sgWDR73_4|WDR73	chr15	84648587	84648607	-
4|sgWDR73_2|WDR73	chr15	84653641	84653661	+
4|sgNMB_4|NMB	chr15	84657266	84657286	+
4|sgNMB_3|NMB	chr15	84657978	84657998	+
4|sgNMB_1|NMB	chr15	84658015	84658035	-
4|sgNMB_2|NMB	chr15	84658056	84658076	+
4|sgSEC11A_2|SEC11A	chr15	84687738	84687758	+
4|sgSEC11A_1|SEC11A	chr15	84691544	84691564	-
4|sgSEC11A_4|SEC11A	chr15	84691585	84691605	-
4|sgSEC11A_3|SEC11A	chr15	84716030	84716050	-
4|sgZNF592_1|ZNF592	chr15	84782947	84782967	-
4|sgZNF592_4|ZNF592	chr15	84783370	84783390	+
4|sgZNF592_2|ZNF592	chr15	84783888	84783908	-
4|sgZNF592_3|ZNF592	chr15	84784320	84784340	-
4|sgALPK3_1|ALPK3	chr15	84840693	84840713	-
4|sgALPK3_2|ALPK3	chr15	84856455	84856475	-
4|sgALPK3_3|ALPK3	chr15	84856967	84856987	-
4|sgALPK3_4|ALPK3	chr15	84857276	84857296	+
4|sgSLC28A1_2|SLC28A1	chr15	84888806	84888826	-
4|sgSLC28A1_3|SLC28A1	chr15	84905611	84905631	+
4|sgSLC28A1_4|SLC28A1	chr15	84918555	84918575	+
4|sgSLC28A1_1|SLC28A1	chr15	84924043	84924063	-
1|Neg_Control_Human_GA_0361|NegCtrl	chr15	84967206	84967226	-
4|sgPDE8A_3|PDE8A	chr15	85067081	85067101	+
4|sgPDE8A_4|PDE8A	chr15	85091159	85091179	+
4|sgPDE8A_2|PDE8A	chr15	85113960	85113980	-
4|sgPDE8A_1|PDE8A	chr15	85116109	85116129	-
4|sgGOLGA6L4_4|GOLGA6L4	chr15	85242990	85243010	+
4|sgFABP5_2|FABP5	chr15	85415456	85415476	+
4|sgAKAP13_2|AKAP13	chr15	85580559	85580579	+
4|sgAKAP13_4|AKAP13	chr15	85581325	85581345	+
4|sgAKAP13_1|AKAP13	chr15	85645849	85645869	+
4|sgAKAP13_3|AKAP13	chr15	85664652	85664672	+
4|sgKLHL25_1|KLHL25	chr15	85768699	85768719	-
4|sgKLHL25_4|KLHL25	chr15	85768873	85768893	-
4|sgKLHL25_3|KLHL25	chr15	85769591	85769611	+
4|sgKLHL25_2|KLHL25	chr15	85769683	85769703	+
4|sgAGBL1_2|AGBL1	chr15	86247759	86247779	+
4|sgAGBL1_1|AGBL1	chr15	86262839	86262859	+
4|sgAGBL1_3|AGBL1	chr15	86266378	86266398	+
4|sgAGBL1_4|AGBL1	chr15	86279751	86279771	-
4|sgNTRK3_1|NTRK3	chr15	88135240	88135260	-
4|sgNTRK3_3|NTRK3	chr15	88135997	88136017	-
4|sgNTRK3_2|NTRK3	chr15	88136564	88136584	-
4|sgNTRK3_4|NTRK3	chr15	88184258	88184278	-
4|sgMRPL46_2|MRPL46	chr15	88465733	88465753	+
4|sgMRPL46_1|MRPL46	chr15	88467189	88467209	+
4|sgMRPL46_3|MRPL46	chr15	88467255	88467275	-
4|sgMRPL46_4|MRPL46	chr15	88467284	88467304	+
4|sgMRPS11_2|MRPS11	chr15	88467771	88467791	-
4|sgMRPS11_4|MRPS11	chr15	88467952	88467972	+
4|sgMRPS11_1|MRPS11	chr15	88472695	88472715	-
4|sgMRPS11_3|MRPS11	chr15	88475173	88475193	+
4|sgDET1_4|DET1	chr15	88530663	88530683	+
4|sgDET1_2|DET1	chr15	88531068	88531088	-
4|sgDET1_1|DET1	chr15	88531153	88531173	-
4|sgDET1_3|DET1	chr15	88531355	88531375	-
4|sgAEN_3|AEN	chr15	88626366	88626386	+
4|sgAEN_4|AEN	chr15	88626538	88626558	+
4|sgAEN_1|AEN	chr15	88626609	88626629	-
4|sgAEN_2|AEN	chr15	88626665	88626685	-
4|sgISG20_1|ISG20	chr15	88639455	88639475	-
4|sgISG20_2|ISG20	chr15	88639509	88639529	+
4|sgISG20_4|ISG20	chr15	88639560	88639580	+
4|sgISG20_3|ISG20	chr15	88652169	88652189	+
4|sgACAN_2|ACAN	chr15	88838957	88838977	+
4|sgACAN_1|ACAN	chr15	88845835	88845855	-
4|sgACAN_3|ACAN	chr15	88851993	88852013	+
